id,nome,status,estado_id
908,ARENOPOLIS,1,9
909,ARUANA,1,9
910,AURILANDIA,1,9
911,AVELINOPOLIS,1,9
912,BALIZA,1,9
913,BARRO ALTO,1,9
914,BELA VISTA DE GOIAS,1,9
915,BOM JARDIM DE GOIAS,1,9
916,BOM JESUS DE GOIAS,1,9
917,BONFINOPOLIS,1,9
918,BONOPOLIS,1,9
919,BRAZABRANTES,1,9
920,BRITANIA,1,9
921,BURITI ALEGRE,1,9
922,BURITI DE GOIAS,1,9
923,BURITINOPOLIS,1,9
924,CABECEIRAS,1,9
925,CACHOEIRA ALTA,1,9
926,CACHOEIRA DE GOIAS,1,9
927,CACHOEIRA DOURADA,1,9
928,CACU,1,9
929,CAIAPONIA,1,9
930,CALDAS NOVAS,1,9
931,CALDAZINHA,1,9
932,CAMPESTRE DE GOIAS,1,9
933,CAMPINACU,1,9
934,CAMPINORTE,1,9
935,CAMPO ALEGRE DE GOIAS,1,9
936,CAMPO LIMPO DE GOIAS,1,9
937,CAMPOS BELOS,1,9
938,CAMPOS VERDES,1,9
939,CARMO DO RIO VERDE,1,9
940,CASTELANDIA,1,9
941,CATALAO,1,9
942,CATURAI,1,9
943,CAVALCANTE,1,9
944,CERES,1,9
945,CEZARINA,1,9
946,CHAPADAO DO CEU,1,9
947,CIDADE OCIDENTAL,1,9
948,COCALZINHO DE GOIAS,1,9
949,COLINAS DO SUL,1,9
950,CORREGO DO OURO,1,9
951,CORUMBA DE GOIAS,1,9
952,CORUMBAIBA,1,9
953,CRISTALINA,1,9
954,CRISTIANOPOLIS,1,9
955,CRIXAS,1,9
956,CROMINIA,1,9
957,CUMARI,1,9
958,DAMIANOPOLIS,1,9
959,DAMOLANDIA,1,9
960,DAVINOPOLIS,1,9
961,DIORAMA,1,9
962,DIVINOPOLIS DE GOIAS,1,9
963,DOVERLANDIA,1,9
964,EDEALINA,1,9
965,EDEIA,1,9
966,ESTRELA DO NORTE,1,9
967,FAINA,1,9
968,FAZENDA NOVA,1,9
969,FIRMINOPOLIS,1,9
970,FLORES DE GOIAS,1,9
971,FORMOSA,1,9
972,FORMOSO,1,9
973,GAMELEIRA DE GOIAS,1,9
974,GOIANAPOLIS,1,9
975,GOIANDIRA,1,9
976,GOIANESIA,1,9
977,GOIANIA,1,9
978,GOIANIRA,1,9
979,GOIAS,1,9
980,GOIATUBA,1,9
981,GOUVELANDIA,1,9
982,GUAPO,1,9
983,GUARAITA,1,9
984,GUARANI DE GOIAS,1,9
985,GUARINOS,1,9
986,HEITORAI,1,9
987,HIDROLANDIA,1,9
988,HIDROLINA,1,9
989,IACIARA,1,9
990,INACIOLANDIA,1,9
991,INDIARA,1,9
992,INHUMAS,1,9
993,IPAMERI,1,9
994,IPIRANGA DE GOIAS,1,9
995,IPORA,1,9
996,ISRAELANDIA,1,9
997,ITABERAI,1,9
998,ITAGUARI,1,9
999,ITAGUARU,1,9
1000,ITAJA,1,9
1001,ITAPACI,1,9
1002,ITAPIRAPUA,1,9
1003,ITAPURANGA,1,9
1004,ITARUMA,1,9
1005,ITAUCU,1,9
1006,ITUMBIARA,1,9
1007,IVOLANDIA,1,9
1008,JANDAIA,1,9
1009,JARAGUA,1,9
1010,JATAI,1,9
1011,JAUPACI,1,9
1012,JESUPOLIS,1,9
1013,JOVIANIA,1,9
1014,JUSSARA,1,9
1015,LAGOA SANTA,1,9
1016,LEOPOLDO DE BULHOES,1,9
1017,LUZIANIA,1,9
1018,MAIRIPOTABA,1,9
1019,MAMBAI,1,9
1020,MARA ROSA,1,9
1021,MARZAGAO,1,9
1022,MATRINCHA,1,9
1023,MAURILANDIA,1,9
1024,MIMOSO DE GOIAS,1,9
1025,MINACU,1,9
1026,MINEIROS,1,9
1027,MOIPORA,1,9
1028,MONTE ALEGRE DE GOIAS,1,9
1029,MONTES CLAROS DE GOIAS,1,9
1030,MONTIVIDIU,1,9
1031,MONTIVIDIU DO NORTE,1,9
1032,MORRINHOS,1,9
1033,MORRO AGUDO DE GOIAS,1,9
1034,MOSSAMEDES,1,9
1035,MOZARLANDIA,1,9
1036,MUNDO NOVO,1,9
1037,MUTUNOPOLIS,1,9
1038,NAZARIO,1,9
1039,NEROPOLIS,1,9
1040,NIQUELANDIA,1,9
1041,NOVA AMERICA,1,9
1042,NOVA AURORA,1,9
1043,NOVA CRIXAS,1,9
1044,NOVA GLORIA,1,9
1045,NOVA IGUACU DE GOIAS,1,9
1046,NOVA ROMA,1,9
1047,NOVA VENEZA,1,9
1048,NOVO BRASIL,1,9
1049,NOVO GAMA,1,9
1050,NOVO PLANALTO,1,9
1051,ORIZONA,1,9
1052,OURO VERDE DE GOIAS,1,9
1053,OUVIDOR,1,9
1054,PADRE BERNARDO,1,9
1055,PALESTINA DE GOIAS,1,9
1056,PALMEIRAS DE GOIAS,1,9
1057,PALMELO,1,9
1058,PALMINOPOLIS,1,9
1059,PANAMA,1,9
1060,PARANAIGUARA,1,9
1061,PARAUNA,1,9
1062,PEROLANDIA,1,9
1063,PETROLINA DE GOIAS,1,9
1064,PILAR DE GOIAS,1,9
1065,PIRACANJUBA,1,9
1066,PIRANHAS,1,9
1067,PIRENOPOLIS,1,9
1068,PIRES DO RIO,1,9
1069,PLANALTINA,1,9
1070,PONTALINA,1,9
1071,PORANGATU,1,9
1072,PORTEIRAO,1,9
1073,PORTELANDIA,1,9
1074,POSSE,1,9
1075,PROFESSOR JAMIL,1,9
1076,QUIRINOPOLIS,1,9
1077,RIALMA,1,9
1078,RIANAPOLIS,1,9
1079,RIO QUENTE,1,9
1080,RIO VERDE,1,9
1081,RUBIATABA,1,9
1082,SANCLERLANDIA,1,9
1083,SANTA BARBARA DE GOIAS,1,9
1084,SANTA CRUZ DE GOIAS,1,9
1085,SANTA FE DE GOIAS,1,9
1086,SANTA HELENA DE GOIAS,1,9
1087,SANTA ISABEL,1,9
1088,SANTA RITA DO ARAGUAIA,1,9
1089,SANTA RITA DO NOVO DESTINO,1,9
1090,SANTA ROSA DE GOIAS,1,9
1091,SANTA TEREZA DE GOIAS,1,9
1092,SANTA TEREZINHA DE GOIAS,1,9
1093,SANTO ANTONIO DA BARRA,1,9
1094,SANTO ANTONIO DE GOIAS,1,9
1095,SANTO ANTONIO DO DESCOBERTO,1,9
1096,SAO DOMINGOS,1,9
1097,SAO FRANCISCO DE GOIAS,1,9
1098,SAO JOAO D`ALIANCA,1,9
1099,SAO JOAO DA PARAUNA,1,9
1100,SAO LUIS DE MONTES BELOS,1,9
1101,SAO LUIZ DO NORTE,1,9
1102,SAO MIGUEL DO ARAGUAIA,1,9
1103,SAO MIGUEL DO PASSA QUATRO,1,9
1104,SAO PATRICIO,1,9
1105,SAO SIMAO,1,9
1106,SENADOR CANEDO,1,9
1107,SERRANOPOLIS,1,9
1108,SILVANIA,1,9
1109,SIMOLANDIA,1,9
1110,SITIO D`ABADIA,1,9
1111,TAQUARAL DE GOIAS,1,9
1112,TERESINA DE GOIAS,1,9
1113,TEREZOPOLIS DE GOIAS,1,9
1114,TRES RANCHOS,1,9
1115,TRINDADE,1,9
1116,TROMBAS,1,9
1117,TURVANIA,1,9
1118,TURVELANDIA,1,9
1119,UIRAPURU,1,9
1120,URUACU,1,9
1121,URUANA,1,9
1122,URUTAI,1,9
1123,VALPARAISO DE GOIAS,1,9
1124,VARJAO,1,9
1125,VIANOPOLIS,1,9
1126,VICENTINOPOLIS,1,9
1127,VILA BOA,1,9
1128,VILA PROPICIO,1,9
1129,ACAILANDIA,1,10
1130,AFONSO CUNHA,1,10
1131,AGUA DOCE DO MARANHAO,1,10
1132,ALCANTARA,1,10
1133,ALDEIAS ALTAS,1,10
1134,ALTAMIRA DO MARANHAO,1,10
1135,ALTO ALEGRE DO MARANHAO,1,10
1136,ALTO ALEGRE DO PINDARE,1,10
1137,ALTO PARNAIBA,1,10
1138,AMAPA DO MARANHAO,1,10
1139,AMARANTE DO MARANHAO,1,10
1140,ANAJATUBA,1,10
1141,ANAPURUS,1,10
1142,APICUM-ACU,1,10
1143,ARAGUANA,1,10
1144,ARAIOSES,1,10
1145,ARAME,1,10
1146,ARARI,1,10
1147,AXIXA,1,10
1148,BACABAL,1,10
1149,BACABEIRA,1,10
1150,BACURI,1,10
1151,BACURITUBA,1,10
1152,BALSAS,1,10
1153,BARAO DE GRAJAU,1,10
1154,BARRA DO CORDA,1,10
1155,BARREIRINHAS,1,10
1156,BELA VISTA DO MARANHAO,1,10
1157,BELAGUA,1,10
1158,BENEDITO LEITE,1,10
1159,BEQUIMAO,1,10
1160,BERNARDO DO MEARIM,1,10
1161,BOA VISTA DO GURUPI,1,10
1162,BOM JARDIM,1,10
1163,BOM JESUS DAS SELVAS,1,10
1164,BOM LUGAR,1,10
1165,BREJO,1,10
1166,BREJO DE AREIA,1,10
1167,BURITI,1,10
1168,BURITI BRAVO,1,10
1169,BURITICUPU,1,10
1170,BURITIRANA,1,10
1171,CACHOEIRA GRANDE,1,10
1172,CAJAPIO,1,10
1173,CAJARI,1,10
1174,CAMPESTRE DO MARANHAO,1,10
1175,CANDIDO MENDES,1,10
1176,CANTANHEDE,1,10
1177,CAPINZAL DO NORTE,1,10
1178,CAROLINA,1,10
1179,CARUTAPERA,1,10
1180,CAXIAS,1,10
1181,CEDRAL,1,10
1182,CENTRAL DO MARANHAO,1,10
1183,CENTRO DO GUILHERME,1,10
1184,CENTRO NOVO DO MARANHAO,1,10
1185,CHAPADINHA,1,10
1186,CIDELANDIA,1,10
1187,CODO,1,10
1188,COELHO NETO,1,10
1189,COLINAS,1,10
1190,CONCEICAO DO LAGO-ACU,1,10
1191,COROATA,1,10
1192,CURURUPU,1,10
1193,DAVINOPOLIS,1,10
1194,DOM PEDRO,1,10
1195,DUQUE BACELAR,1,10
1196,ESPERANTINOPOLIS,1,10
1197,ESTREITO,1,10
1198,FEIRA NOVA DO MARANHAO,1,10
1199,FERNANDO FALCAO,1,10
1200,FORMOSA DA SERRA NEGRA,1,10
1201,FORTALEZA DOS NOGUEIRAS,1,10
1202,FORTUNA,1,10
1203,GODOFREDO VIANA,1,10
1204,GONCALVES DIAS,1,10
1205,GOVERNADOR ARCHER,1,10
1206,GOVERNADOR EDISON LOBAO,1,10
1207,GOVERNADOR EUGENIO BARROS,1,10
1208,GOVERNADOR LUIZ ROCHA,1,10
1209,GOVERNADOR NEWTON BELLO,1,10
1210,GOVERNADOR NUNES FREIRE,1,10
1211,GRACA ARANHA,1,10
1212,GRAJAU,1,10
1213,GUIMARAES,1,10
1214,HUMBERTO DE CAMPOS,1,10
1215,ICATU,1,10
1216,IGARAPE DO MEIO,1,10
1217,IGARAPE GRANDE,1,10
1218,IMPERATRIZ,1,10
1219,ITAIPAVA DO GRAJAU,1,10
1220,ITAPECURU MIRIM,1,10
1221,ITINGA DO MARANHAO,1,10
1222,JATOBA,1,10
1223,JENIPAPO DOS VIEIRAS,1,10
1224,JOAO LISBOA,1,10
1225,JOSELANDIA,1,10
1226,JUNCO DO MARANHAO,1,10
1227,LAGO DA PEDRA,1,10
1228,LAGO DO JUNCO,1,10
1229,LAGO DOS RODRIGUES,1,10
1230,LAGO VERDE,1,10
1231,LAGOA DO MATO,1,10
1232,LAGOA GRANDE DO MARANHAO,1,10
1233,LAJEADO NOVO,1,10
1234,LIMA CAMPOS,1,10
1235,LORETO,1,10
1236,LUIS DOMINGUES,1,10
1237,MAGALHAES DE ALMEIDA,1,10
1238,MARACACUME,1,10
1239,MARAJA DO SENA,1,10
1240,MARANHAOZINHO,1,10
1241,MATA ROMA,1,10
1242,MATINHA,1,10
1243,MATOES,1,10
1244,MATOES DO NORTE,1,10
1245,MILAGRES DO MARANHAO,1,10
1246,MIRADOR,1,10
1247,MIRANDA DO NORTE,1,10
1248,MIRINZAL,1,10
1249,MONCAO,1,10
1250,MONTES ALTOS,1,10
1251,MORROS,1,10
1252,NINA RODRIGUES,1,10
1253,NOVA COLINAS,1,10
1254,NOVA IORQUE,1,10
1255,NOVA OLINDA DO MARANHAO,1,10
1256,OLHO D`AGUA DAS CUNHAS,1,10
1257,OLINDA NOVA DO MARANHAO,1,10
1258,PACO DO LUMIAR,1,10
1259,PALMEIRANDIA,1,10
1260,PARAIBANO,1,10
1261,PARNARAMA,1,10
1262,PASSAGEM FRANCA,1,10
1263,PASTOS BONS,1,10
1264,PAULINO NEVES,1,10
1265,PAULO RAMOS,1,10
1266,PEDREIRAS,1,10
1267,PEDRO DO ROSARIO,1,10
1268,PENALVA,1,10
1269,PERI MIRIM,1,10
1270,PERITORO,1,10
1271,PINDARE-MIRIM,1,10
1272,PINHEIRO,1,10
1273,PIO XII,1,10
1274,PIRAPEMAS,1,10
1275,POCAO DE PEDRAS,1,10
1276,PORTO FRANCO,1,10
1277,PORTO RICO DO MARANHAO,1,10
1278,PRESIDENTE DUTRA,1,10
1279,PRESIDENTE JUSCELINO,1,10
1280,PRESIDENTE MEDICI,1,10
1281,PRESIDENTE SARNEY,1,10
1282,PRESIDENTE VARGAS,1,10
1283,PRIMEIRA CRUZ,1,10
1284,RAPOSA,1,10
1285,RIACHAO,1,10
1286,RIBAMAR FIQUENE,1,10
1287,ROSARIO,1,10
1288,SAMBAIBA,1,10
1289,SANTA FILOMENA DO MARANHAO,1,10
1290,SANTA HELENA,1,10
1291,SANTA INES,1,10
1292,SANTA LUZIA,1,10
1293,SANTA LUZIA DO PARUA,1,10
1294,SANTA QUITERIA DO MARANHAO,1,10
1295,SANTA RITA,1,10
1296,SANTANA DO MARANHAO,1,10
1297,SANTO AMARO DO MARANHAO,1,10
1298,SANTO ANTONIO DOS LOPES,1,10
1299,SAO BENEDITO DO RIO PRETO,1,10
1300,SAO BENTO,1,10
1301,SAO BERNARDO,1,10
1302,SAO DOMINGOS DO AZEITAO,1,10
1303,SAO DOMINGOS DO MARANHAO,1,10
1304,SAO FELIX DE BALSAS,1,10
1305,SAO FRANCISCO DO BREJAO,1,10
1306,SAO FRANCISCO DO MARANHAO,1,10
1307,SAO JOAO BATISTA,1,10
1308,SAO JOAO DO CARU,1,10
1309,SAO JOAO DO PARAISO,1,10
1310,SAO JOAO DO SOTER,1,10
1311,SAO JOAO DOS PATOS,1,10
1312,SAO JOSE DE RIBAMAR,1,10
1313,SAO JOSE DOS BASILIOS,1,10
1314,SAO LUIS,1,10
1315,SAO LUIS GONZAGA DO MARANHAO,1,10
1316,SAO MATEUS DO MARANHAO,1,10
1317,SAO PEDRO DA AGUA BRANCA,1,10
1318,SAO PEDRO DOS CRENTES,1,10
1319,SAO RAIMUNDO DAS MANGABEIRAS,1,10
1320,SAO RAIMUNDO DO DOCA BEZERRA,1,10
1321,SAO ROBERTO,1,10
1322,SAO VICENTE FERRER,1,10
1323,SATUBINHA,1,10
1324,SENADOR ALEXANDRE COSTA,1,10
1325,SENADOR LA ROCQUE,1,10
1326,SERRANO DO MARANHAO,1,10
1327,SITIO NOVO,1,10
1328,SUCUPIRA DO NORTE,1,10
1329,SUCUPIRA DO RIACHAO,1,10
1330,TASSO FRAGOSO,1,10
1331,TIMBIRAS,1,10
1332,TIMON,1,10
1333,TRIZIDELA DO VALE,1,10
1334,TUFILANDIA,1,10
1335,TUNTUM,1,10
1336,TURIACU,1,10
1337,TURILANDIA,1,10
1338,TUTOIA,1,10
1339,URBANO SANTOS,1,10
1340,VARGEM GRANDE,1,10
1341,VIANA,1,10
1342,VILA NOVA DOS MARTIRIOS,1,10
1343,VITORIA DO MEARIM,1,10
1344,VITORINO FREIRE,1,10
1345,ZE DOCA,1,10
1346,ACORIZAL,1,13
1347,AGUA BOA,1,13
1348,ALTA FLORESTA,1,13
1349,ALTO ARAGUAIA,1,13
1350,ALTO BOA VISTA,1,13
1351,ALTO GARCAS,1,13
1352,ALTO PARAGUAI,1,13
1353,ALTO TAQUARI,1,13
1354,APIACAS,1,13
1355,ARAGUAIANA,1,13
1356,ARAGUAINHA,1,13
1357,ARAPUTANGA,1,13
1358,ARENAPOLIS,1,13
1359,ARIPUANA,1,13
1360,BARAO DE MELGACO,1,13
1361,BARRA DO BUGRES,1,13
1362,BARRA DO GARCAS,1,13
1363,BOM JESUS DO ARAGUAIA,1,13
1364,BRASNORTE,1,13
1365,CACERES,1,13
1366,CAMPINAPOLIS,1,13
1367,CAMPO NOVO DO PARECIS,1,13
1368,CAMPO VERDE,1,13
1369,CAMPOS DE JULIO,1,13
1370,CANABRAVA DO NORTE,1,13
1371,CANARANA,1,13
1372,CARLINDA,1,13
1373,CASTANHEIRA,1,13
1374,CHAPADA DOS GUIMARAES,1,13
1375,CLAUDIA,1,13
1376,COCALINHO,1,13
1377,COLIDER,1,13
1378,COLNIZA,1,13
1379,COMODORO,1,13
1380,CONFRESA,1,13
1381,CONQUISTA D`OESTE,1,13
1382,COTRIGUACU,1,13
1383,CUIABA,1,13
1384,CURVELANDIA,1,13
1385,CURVELANDIA,1,13
1386,DENISE,1,13
1387,DIAMANTINO,1,13
1388,DOM AQUINO,1,13
1389,FELIZ NATAL,1,13
1390,FIGUEIROPOLIS D`OESTE,1,13
1391,GAUCHA DO NORTE,1,13
1392,GENERAL CARNEIRO,1,13
1393,GLORIA D`OESTE,1,13
1394,GUARANTA DO NORTE,1,13
1395,GUIRATINGA,1,13
1396,INDIAVAI,1,13
1397,IPIRANGA DO NORTE,1,13
1398,ITANHANGA,1,13
1399,ITAUBA,1,13
1400,ITIQUIRA,1,13
1401,JACIARA,1,13
1402,JANGADA,1,13
1403,JAURU,1,13
1404,JUARA,1,13
1405,JUINA,1,13
1406,JURUENA,1,13
1407,JUSCIMEIRA,1,13
1408,LAMBARI D`OESTE,1,13
1409,LUCAS DO RIO VERDE,1,13
1410,LUCIARA,1,13
1411,MARCELANDIA,1,13
1412,MATUPA,1,13
1413,MIRASSOL D`OESTE,1,13
1414,NOBRES,1,13
1415,NORTELANDIA,1,13
1416,NOSSA SENHORA DO LIVRAMENTO,1,13
1417,NOVA BANDEIRANTES,1,13
1418,NOVA BRASILANDIA,1,13
1419,NOVA CANAA DO NORTE,1,13
1420,NOVA GUARITA,1,13
1421,NOVA LACERDA,1,13
1422,NOVA MARILANDIA,1,13
1423,NOVA MARINGA,1,13
1424,NOVA MONTE VERDE,1,13
1425,NOVA MUTUM,1,13
1426,NOVA OLIMPIA,1,13
1427,NOVA SANTA HELENA,1,13
1428,NOVA UBIRATA,1,13
1429,NOVA XAVANTINA,1,13
1430,NOVO HORIZONTE DO NORTE,1,13
1431,NOVO MUNDO,1,13
1432,NOVO SANTO ANTONIO,1,13
1433,NOVO SAO JOAQUIM,1,13
1434,PARANAITA,1,13
1435,PARANATINGA,1,13
1436,PEDRA PRETA,1,13
1437,PEIXOTO DE AZEVEDO,1,13
1438,PLANALTO DA SERRA,1,13
1439,POCONE,1,13
1440,PONTAL DO ARAGUAIA,1,13
1441,PONTE BRANCA,1,13
1442,PONTES E LACERDA,1,13
1443,PORTO ALEGRE DO NORTE,1,13
1444,PORTO DOS GAUCHOS,1,13
1445,PORTO ESPERIDIAO,1,13
1446,PORTO ESTRELA,1,13
1447,POXOREO,1,13
1448,PRIMAVERA DO LESTE,1,13
1449,QUERENCIA,1,13
1450,RESERVA DO CABACAL,1,13
1451,RIBEIRAO CASCALHEIRA,1,13
1452,RIBEIRAOZINHO,1,13
1453,RIO BRANCO,1,13
1454,RONDOLANDIA,1,13
1455,RONDONOPOLIS,1,13
1456,ROSARIO OESTE,1,13
1457,SALTO DO CEU,1,13
1458,SANTA CARMEM,1,13
1459,SANTA CRUZ DO XINGU,1,13
1460,SANTA RITA DO TRIVELATO,1,13
1461,SANTA TEREZINHA,1,13
1462,SANTO AFONSO,1,13
1463,SANTO ANTONIO DO LESTE,1,13
1464,SANTO ANTONIO DO LEVERGER,1,13
1465,SAO FELIX DO ARAGUAIA,1,13
1466,SAO JOSE DO POVO,1,13
1467,SAO JOSE DO RIO CLARO,1,13
1468,SAO JOSE DO XINGU,1,13
1469,SAO JOSE DOS QUATRO MARCOS,1,13
1470,SAO PEDRO DA CIPA,1,13
1471,SAPEZAL,1,13
1472,SERRA NOVA DOURADA,1,13
1473,SINOP,1,13
1474,SORRISO,1,13
1475,TABAPORA,1,13
1476,TANGARA DA SERRA,1,13
1477,TAPURAH,1,13
1478,TERRA NOVA DO NORTE,1,13
1479,TESOURO,1,13
1480,TORIXOREU,1,13
1481,UNIAO DO SUL,1,13
1482,VALE DE SAO DOMINGOS,1,13
1483,VARZEA GRANDE,1,13
1484,VERA,1,13
1485,VILA BELA DA SANTISSIMA TRINDADE,1,13
1486,VILA RICA,1,13
1487,AGUA CLARA,1,12
1488,ALCINOPOLIS,1,12
1489,AMAMBAI,1,12
1490,ANASTACIO,1,12
1491,ANAURILANDIA,1,12
1492,ANGELICA,1,12
1493,ANTONIO JOAO,1,12
1494,APARECIDA DO TABOADO,1,12
1495,AQUIDAUANA,1,12
1496,ARAL MOREIRA,1,12
1497,BANDEIRANTES,1,12
1498,BATAGUASSU,1,12
1499,BATAIPORA,1,12
1500,BELA VISTA,1,12
1501,BODOQUENA,1,12
1502,BONITO,1,12
1503,BRASILANDIA,1,12
1504,CAARAPO,1,12
1505,CAMAPUA,1,12
1506,CAMPO GRANDE,1,12
1507,CARACOL,1,12
1508,CASSILANDIA,1,12
1509,CHAPADAO DO SUL,1,12
1510,CORGUINHO,1,12
1511,CORONEL SAPUCAIA,1,12
1512,CORUMBA,1,12
1513,COSTA RICA,1,12
1514,COXIM,1,12
1515,DEODAPOLIS,1,12
1516,DOIS IRMAOS DO BURITI,1,12
1517,DOURADINA,1,12
1518,DOURADOS,1,12
1519,ELDORADO,1,12
1520,FATIMA DO SUL,1,12
1521,FIGUEIRAO,1,12
1522,GLORIA DE DOURADOS,1,12
1523,GUIA LOPES DA LAGUNA,1,12
1524,IGUATEMI,1,12
1525,INOCENCIA,1,12
1526,ITAPORA,1,12
1527,ITAQUIRAI,1,12
1528,IVINHEMA,1,12
1529,JAPORA,1,12
1530,JARAGUARI,1,12
1531,JARDIM,1,12
1532,JATEI,1,12
1533,JUTI,1,12
1534,LADARIO,1,12
1535,LAGUNA CARAPA,1,12
1536,MARACAJU,1,12
1537,MIRANDA,1,12
1538,MUNDO NOVO,1,12
1539,NAVIRAI,1,12
1540,NIOAQUE,1,12
1541,NOVA ALVORADA DO SUL,1,12
1542,NOVA ANDRADINA,1,12
1543,NOVO HORIZONTE DO SUL,1,12
1544,PARANAIBA,1,12
1545,PARANHOS,1,12
1546,PEDRO GOMES,1,12
1547,PONTA PORA,1,12
1548,PORTO MURTINHO,1,12
1549,RIBAS DO RIO PARDO,1,12
1550,RIO BRILHANTE,1,12
1551,RIO NEGRO,1,12
1552,RIO VERDE DE MATO GROSSO,1,12
1553,ROCHEDO,1,12
1554,SANTA RITA DO PARDO,1,12
1555,SAO GABRIEL DO OESTE,1,12
1556,SELVIRIA,1,12
1557,SETE QUEDAS,1,12
1558,SIDROLANDIA,1,12
1559,SONORA,1,12
1560,TACURU,1,12
1561,TAQUARUSSU,1,12
1562,TERENOS,1,12
1563,TRES LAGOAS,1,12
1564,VICENTINA,1,12
1565,ABADIA DOS DOURADOS,1,11
1566,ABAETE,1,11
1567,ABRE CAMPO,1,11
1568,ACAIACA,1,11
1569,ACUCENA,1,11
1570,AGUA BOA,1,11
1571,AGUA COMPRIDA,1,11
1572,AGUANIL,1,11
1573,AGUAS FORMOSAS,1,11
1574,AGUAS VERMELHAS,1,11
1575,AIMORES,1,11
1576,AIURUOCA,1,11
1577,ALAGOA,1,11
1578,ALBERTINA,1,11
1579,ALEM PARAIBA,1,11
1580,ALFENAS,1,11
1581,ALFREDO VASCONCELOS,1,11
1582,ALMENARA,1,11
1583,ALPERCATA,1,11
1584,ALPINOPOLIS,1,11
1585,ALTEROSA,1,11
1586,ALTO CAPARAO,1,11
1587,ALTO JEQUITIBA,1,11
1588,ALTO RIO DOCE,1,11
1589,ALVARENGA,1,11
1590,ALVINOPOLIS,1,11
1591,ALVORADA DE MINAS,1,11
1592,AMPARO DO SERRA,1,11
1593,ANDRADAS,1,11
1594,ANDRELANDIA,1,11
1595,ANGELANDIA,1,11
1596,ANTONIO CARLOS,1,11
1597,ANTONIO DIAS,1,11
1598,ANTONIO PRADO DE MINAS,1,11
1599,ARACAI,1,11
1600,ARACITABA,1,11
1601,ARACUAI,1,11
1602,ARAGUARI,1,11
1603,ARANTINA,1,11
1604,ARAPONGA,1,11
1605,ARAPORA,1,11
1606,ARAPUA,1,11
1607,ARAUJOS,1,11
1608,ARAXA,1,11
1609,ARCEBURGO,1,11
1610,ARCOS,1,11
1611,AREADO,1,11
1612,ARGIRITA,1,11
1613,ARICANDUVA,1,11
1614,ARINOS,1,11
1615,ASTOLFO DUTRA,1,11
1616,ATALEIA,1,11
1617,AUGUSTO DE LIMA,1,11
1618,BAEPENDI,1,11
1619,BALDIM,1,11
1620,BAMBUI,1,11
1621,BANDEIRA,1,11
1622,BANDEIRA DO SUL,1,11
1623,BARAO DE COCAIS,1,11
1624,BARAO DE MONTE ALTO,1,11
1625,BARBACENA,1,11
1626,BARRA LONGA,1,11
1627,BARROSO,1,11
1628,BELA VISTA DE MINAS,1,11
1629,BELMIRO BRAGA,1,11
1630,BELO HORIZONTE,1,11
1631,BELO ORIENTE,1,11
1632,BELO VALE,1,11
1633,BERILO,1,11
1634,BERIZAL,1,11
1635,BERTOPOLIS,1,11
1636,BETIM,1,11
1637,BIAS FORTES,1,11
1638,BICAS,1,11
1639,BIQUINHAS,1,11
1640,BOA ESPERANCA,1,11
1641,BOCAINA DE MINAS,1,11
1642,BOCAIUVA,1,11
1643,BOM DESPACHO,1,11
1644,BOM JARDIM DE MINAS,1,11
1645,BOM JESUS DA PENHA,1,11
1646,BOM JESUS DO AMPARO,1,11
1647,BOM JESUS DO GALHO,1,11
1648,BOM REPOUSO,1,11
1649,BOM SUCESSO,1,11
1650,BONFIM,1,11
1651,BONFINOPOLIS DE MINAS,1,11
1652,BONITO DE MINAS,1,11
1653,BORDA DA MATA,1,11
1654,BOTELHOS,1,11
1655,BOTUMIRIM,1,11
1656,BRAS PIRES,1,11
1657,BRASILANDIA DE MINAS,1,11
1658,BRASILIA DE MINAS,1,11
1659,BRASOPOLIS,1,11
1660,BRAUNAS,1,11
1661,BRUMADINHO,1,11
1662,BUENO BRANDAO,1,11
1663,BUENOPOLIS,1,11
1664,BUGRE,1,11
1665,BURITIS,1,11
1666,BURITIZEIRO,1,11
1667,CABECEIRA GRANDE,1,11
1668,CABO VERDE,1,11
1669,CACHOEIRA DA PRATA,1,11
1670,CACHOEIRA DE MINAS,1,11
1671,CACHOEIRA DE PAJEU,1,11
1672,CACHOEIRA DOURADA,1,11
1673,CAETANOPOLIS,1,11
1674,CAETE,1,11
1675,CAIANA,1,11
1676,CAJURI,1,11
1677,CALDAS,1,11
1678,CAMACHO,1,11
1679,CAMANDUCAIA,1,11
1680,CAMBUI,1,11
1681,CAMBUQUIRA,1,11
1682,CAMPANARIO,1,11
1683,CAMPANHA,1,11
1684,CAMPESTRE,1,11
1685,CAMPINA VERDE,1,11
1686,CAMPO AZUL,1,11
1687,CAMPO BELO,1,11
1688,CAMPO DO MEIO,1,11
1689,CAMPO FLORIDO,1,11
1690,CAMPOS ALTOS,1,11
1691,CAMPOS GERAIS,1,11
1692,CANA VERDE,1,11
1693,CANAA,1,11
1694,CANAPOLIS,1,11
1695,CANDEIAS,1,11
1696,CANTAGALO,1,11
1697,CAPARAO,1,11
1698,CAPELA NOVA,1,11
1699,CAPELINHA,1,11
1700,CAPETINGA,1,11
1701,CAPIM BRANCO,1,11
1702,CAPINOPOLIS,1,11
1703,CAPITAO ANDRADE,1,11
1704,CAPITAO ENEAS,1,11
1705,CAPITOLIO,1,11
1706,CAPUTIRA,1,11
